lead_id,fecha_registro,canal,empresa_id,punto_venta_id,modelo_cotizado,precio_lista,horas_al_primer_contacto,numero_contactos,manifesto_cuota_inicial,forma_pago_declarada,pidio_cita,desenlace
HX-01876,2026-04-28,WhatsApp,EMP-01,PV-002,Hero Xpulse 200,14990000,120,3,SI,credito,NO,Perdido
HX-01877,2026-03-12,WhatsApp,EMP-01,PV-003,Suzuki Gixxer 150,11990000,4,5,SI,contado,NO,Perdido
HX-01878,2026-03-18,WhatsApp,EMP-02,PV-010,Hero Hunk 160R,10490000,1,7,SI,no_informa,SI,Perdido
HX-01879,2026-03-09,Formulario Web,EMP-01,PV-003,AKT TTR 200,9890000,8,7,NO,credito,NO,Perdido
HX-01880,2026-06-21,WhatsApp,EMP-02,PV-008,AKT TTR 200,9890000,1,5,SI,contado,NO,Perdido
HX-01881,2026-05-27,WhatsApp,EMP-01,PV-001,Bajaj Dominar 400,24900000,8,7,SI,credito,SI,Perdido
HX-01882,2026-07-09,WhatsApp,EMP-02,PV-010,Bajaj Discover 125,6990000,72,3,NO_INFORMA,contado,NO,Perdido
HX-01883,2026-07-14,WhatsApp,EMP-01,PV-005,Bajaj Pulsar NS 125,8990000,16,3,NO_INFORMA,credito,NO,Perdido
HX-01884,2026-03-11,Formulario Web,EMP-02,PV-007,Honda XRE 300,22900000,16,6,SI,credito,SI,Perdido
HX-01885,2026-06-24,WhatsApp,EMP-02,PV-008,Bajaj Pulsar NS 160,11290000,2,4,NO_INFORMA,credito,SI,Perdido
HX-01886,2026-05-20,WhatsApp,EMP-01,PV-004,AKT NKD 125,5290000,24,2,NO,credito,SI,Perdido
HX-01887,2026-06-30,WhatsApp,EMP-01,PV-004,Honda XR 150L,11490000,16,7,SI,no_informa,NO,Cerrado
HX-01888,2026-07-20,Meta Ads,EMP-03,PV-011,Suzuki Best 125,6590000,2,6,NO_INFORMA,credito,NO,Perdido
HX-01889,2026-04-08,WhatsApp,EMP-03,PV-015,Suzuki Gixxer 150,11990000,1,7,NO,credito,SI,Cerrado
HX-01890,2026-07-22,WhatsApp,EMP-01,PV-001,AKT NKD 125,5290000,1,7,SI,credito,SI,Perdido
HX-01891,2026-04-23,WhatsApp,EMP-03,PV-015,Honda CB 190R,13990000,4,7,NO,no_informa,SI,Perdido
HX-01892,2026-07-28,Formulario Web,EMP-03,PV-014,Suzuki Best 125,6590000,8,1,NO_INFORMA,no_informa,SI,Perdido
HX-01893,2026-03-14,Formulario Web,EMP-02,PV-006,AKT NKD 125,5290000,0.5,7,NO_INFORMA,credito,NO,Perdido
HX-01894,2026-06-08,Meta Ads,EMP-02,PV-008,AKT NKD 125,5290000,72,1,NO,credito,SI,Perdido
HX-01895,2026-06-17,WhatsApp,EMP-01,PV-001,Bajaj Boxer CT 100,5790000,72,4,SI,credito,SI,Perdido
HX-01896,2026-03-18,Meta Ads,EMP-01,PV-005,Honda CB 190R,13990000,16,6,NO,credito,NO,Perdido
HX-01897,2026-04-12,Meta Ads,EMP-03,PV-014,AKT TTR 200,9890000,1,4,NO_INFORMA,credito,NO,Perdido
HX-01898,2026-05-11,WhatsApp,EMP-02,PV-007,Honda Dio 110,6890000,24,1,NO,contado,NO,Perdido
HX-01899,2026-06-10,WhatsApp,EMP-01,PV-003,Bajaj Boxer CT 100,5790000,24,3,SI,credito,NO,Perdido
HX-01900,2026-06-23,Meta Ads,EMP-03,PV-011,AKT NKD 125,5290000,24,6,SI,credito,NO,Perdido
HX-01901,2026-03-02,WhatsApp,EMP-02,PV-006,Suzuki Best 125,6590000,24,5,NO,no_informa,SI,Perdido
HX-01902,2026-07-12,WhatsApp,EMP-01,PV-002,Bajaj Pulsar NS 160,11290000,4,3,SI,no_informa,NO,Cerrado
HX-01903,2026-04-06,WhatsApp,EMP-03,PV-013,Suzuki GN 125,7490000,8,5,NO,contado,NO,Perdido
HX-01904,2026-03-23,WhatsApp,EMP-02,PV-008,AKT Dynamic R3 125,5590000,48,7,SI,credito,SI,Perdido
HX-01905,2026-04-17,WhatsApp,EMP-03,PV-012,Suzuki V-Strom 250,21900000,4,5,SI,credito,NO,Perdido
HX-01906,2026-05-04,WhatsApp,EMP-03,PV-011,Honda Dio 110,6890000,8,3,NO,no_informa,NO,Perdido
HX-01907,2026-05-10,WhatsApp,EMP-02,PV-009,Hero Dash 110,6290000,4,4,NO,contado,NO,Perdido
HX-01908,2026-07-20,WhatsApp,EMP-01,PV-004,Bajaj Boxer CT 100,5790000,48,5,SI,contado,NO,Perdido
HX-01909,2026-03-07,Meta Ads,EMP-02,PV-008,Suzuki Gixxer 150,11990000,72,5,NO,no_informa,NO,Perdido
HX-01910,2026-04-17,Formulario Web,EMP-02,PV-006,Hero Hunk 160R,10490000,72,4,NO,contado,SI,Perdido
HX-01911,2026-04-01,WhatsApp,EMP-01,PV-002,Suzuki GN 125,7490000,2,4,NO,credito,NO,Perdido
HX-01912,2026-05-12,Meta Ads,EMP-01,PV-003,Bajaj Pulsar NS 125,8990000,2,2,SI,credito,NO,Perdido
HX-01913,2026-06-11,WhatsApp,EMP-03,PV-013,AKT Evo RS 150,7190000,4,4,NO_INFORMA,credito,NO,Perdido
HX-01914,2026-06-27,WhatsApp,EMP-03,PV-013,AKT Evo RS 150,7190000,16,2,NO,credito,NO,Perdido
HX-01915,2026-04-23,WhatsApp,EMP-02,PV-008,Suzuki Best 125,6590000,8,4,NO_INFORMA,credito,NO,Perdido
HX-01916,2026-05-16,Formulario Web,EMP-03,PV-011,Bajaj Pulsar NS 125,8990000,2,3,NO_INFORMA,contado,NO,Perdido
HX-01917,2026-03-08,Meta Ads,EMP-02,PV-010,Honda XRE 300,22900000,48,7,NO_INFORMA,credito,NO,Perdido
HX-01918,2026-07-25,Formulario Web,EMP-02,PV-007,Bajaj Dominar 400,24900000,48,1,NO_INFORMA,contado,NO,Perdido
HX-01919,2026-05-19,WhatsApp,EMP-02,PV-009,Bajaj Pulsar NS 125,8990000,24,1,SI,credito,NO,Perdido
HX-01920,2026-05-31,Meta Ads,EMP-01,PV-001,Hero Dash 110,6290000,72,7,SI,credito,SI,Perdido
HX-01921,2026-05-25,Meta Ads,EMP-01,PV-005,AKT TTR 200,9890000,0.5,3,NO_INFORMA,contado,NO,Perdido
HX-01922,2026-04-12,Formulario Web,EMP-01,PV-005,Honda XR 150L,11490000,1,5,SI,credito,NO,Perdido
HX-01923,2026-03-30,WhatsApp,EMP-03,PV-015,Bajaj Discover 125,6990000,48,3,NO,credito,SI,Perdido
HX-01924,2026-04-09,WhatsApp,EMP-01,PV-005,Hero Dash 110,6290000,24,1,NO_INFORMA,contado,NO,Perdido
HX-01925,2026-06-13,Meta Ads,EMP-01,PV-004,Bajaj Discover 125,6990000,24,3,SI,credito,NO,Perdido
HX-01926,2026-07-25,WhatsApp,EMP-01,PV-001,Hero Dash 110,6290000,0.5,7,SI,credito,SI,Perdido
HX-01927,2026-06-01,Formulario Web,EMP-03,PV-012,Hero Dash 110,6290000,8,4,NO_INFORMA,credito,SI,Perdido
HX-01928,2026-05-23,WhatsApp,EMP-03,PV-015,Hero Xpulse 200,14990000,8,2,NO_INFORMA,no_informa,NO,Perdido
HX-01929,2026-05-01,Meta Ads,EMP-03,PV-015,Honda XRE 300,22900000,16,7,NO,credito,SI,Perdido
HX-01930,2026-04-01,WhatsApp,EMP-03,PV-012,Honda Navi,7290000,48,6,SI,no_informa,NO,Perdido
HX-01931,2026-05-01,WhatsApp,EMP-03,PV-011,Hero Xpulse 200,14990000,0.5,4,SI,credito,NO,Perdido
HX-01932,2026-05-23,WhatsApp,EMP-03,PV-012,AKT Dynamic R3 125,5590000,8,1,NO,contado,NO,Perdido
HX-01933,2026-05-11,WhatsApp,EMP-01,PV-005,Bajaj Discover 125,6990000,4,2,SI,credito,NO,Cerrado
HX-01934,2026-05-14,WhatsApp,EMP-01,PV-005,AKT Dynamic R3 125,5590000,24,3,NO,credito,NO,Perdido
HX-01935,2026-03-28,Meta Ads,EMP-03,PV-015,AKT TTR 200,9890000,4,3,SI,credito,NO,Perdido
HX-01936,2026-03-08,WhatsApp,EMP-03,PV-013,Bajaj Discover 125,6990000,,0,SI,credito,NO,Sin gestión
HX-01937,2026-06-23,Meta Ads,EMP-01,PV-003,Honda Dio 110,6890000,2,5,NO_INFORMA,no_informa,SI,Perdido
HX-01938,2026-04-05,WhatsApp,EMP-01,PV-003,Suzuki V-Strom 250,21900000,2,6,SI,credito,NO,Perdido
HX-01939,2026-05-27,Formulario Web,EMP-01,PV-003,Suzuki Gixxer 150,11990000,24,6,SI,credito,NO,Perdido
HX-01940,2026-06-20,WhatsApp,EMP-03,PV-012,Bajaj Pulsar NS 125,8990000,1,7,SI,credito,SI,Cerrado
HX-01941,2026-05-07,WhatsApp,EMP-03,PV-015,AKT TTR 200,9890000,4,4,NO,contado,NO,Perdido
HX-01942,2026-05-12,Meta Ads,EMP-03,PV-014,Honda Navi,7290000,120,3,SI,credito,SI,Perdido
HX-01943,2026-06-07,WhatsApp,EMP-02,PV-009,Bajaj Dominar 400,24900000,,0,NO,credito,NO,Sin gestión
HX-01944,2026-05-19,WhatsApp,EMP-01,PV-001,Suzuki Gixxer 150,11990000,4,5,NO_INFORMA,credito,NO,Perdido
HX-01945,2026-03-29,Meta Ads,EMP-02,PV-009,Suzuki GN 125,7490000,4,2,SI,credito,NO,Perdido
HX-01946,2026-06-26,WhatsApp,EMP-02,PV-007,AKT NKD 125,5290000,16,1,NO_INFORMA,no_informa,NO,Perdido
HX-01947,2026-06-08,WhatsApp,EMP-02,PV-010,AKT Dynamic R3 125,5590000,48,6,NO_INFORMA,credito,NO,Perdido
HX-01948,2026-07-08,WhatsApp,EMP-03,PV-015,AKT Dynamic R3 125,5590000,2,2,NO_INFORMA,no_informa,NO,Cerrado
HX-01949,2026-07-03,WhatsApp,EMP-01,PV-005,Honda CB 125F Twister,7990000,,0,SI,credito,NO,Sin gestión
HX-01950,2026-05-12,WhatsApp,EMP-02,PV-008,Hero Xpulse 200,14990000,24,7,NO_INFORMA,credito,NO,Perdido
HX-01951,2026-05-25,WhatsApp,EMP-03,PV-014,Honda Dio 110,6890000,16,7,NO,credito,NO,Perdido
HX-01952,2026-05-26,Meta Ads,EMP-01,PV-002,Suzuki Best 125,6590000,16,7,SI,no_informa,SI,Perdido
HX-01953,2026-04-10,WhatsApp,EMP-02,PV-008,AKT NKD 125,5290000,0.5,6,SI,credito,NO,Perdido
HX-01954,2026-05-17,WhatsApp,EMP-01,PV-003,Honda Navi,7290000,2,6,NO,credito,NO,Perdido
HX-01955,2026-03-16,WhatsApp,EMP-03,PV-013,Bajaj Pulsar RS 200,15490000,48,6,NO,credito,NO,Perdido
HX-01956,2026-07-14,WhatsApp,EMP-02,PV-009,AKT Dynamic R3 125,5590000,72,6,NO,credito,NO,Perdido
HX-01957,2026-04-19,WhatsApp,EMP-03,PV-012,AKT Dynamic R3 125,5590000,,0,NO,credito,NO,Sin gestión
HX-01958,2026-06-02,WhatsApp,EMP-02,PV-008,Honda XRE 300,22900000,48,6,SI,no_informa,NO,Perdido
HX-01959,2026-04-16,Meta Ads,EMP-03,PV-012,AKT Evo RS 150,7190000,48,7,NO,contado,NO,Perdido
HX-01960,2026-06-28,Meta Ads,EMP-01,PV-002,Honda XR 150L,11490000,,0,NO_INFORMA,credito,SI,Sin gestión
HX-01961,2026-06-11,WhatsApp,EMP-02,PV-010,Bajaj Pulsar NS 125,8990000,48,3,NO_INFORMA,credito,SI,Perdido
HX-01962,2026-05-01,WhatsApp,EMP-03,PV-015,Hero Dash 110,6290000,48,5,NO,credito,NO,Perdido
HX-01963,2026-07-14,Meta Ads,EMP-03,PV-013,AKT NKD 125,5290000,,0,SI,credito,NO,Sin gestión
HX-01964,2026-04-27,WhatsApp,EMP-03,PV-014,Bajaj Pulsar NS 160,11290000,4,6,SI,credito,NO,Perdido
HX-01965,2026-05-19,WhatsApp,EMP-02,PV-008,Bajaj Discover 125,6990000,2,6,NO_INFORMA,credito,NO,Perdido
HX-01966,2026-05-28,WhatsApp,EMP-01,PV-003,Honda CB 190R,13990000,4,4,SI,credito,NO,Cerrado
HX-01967,2026-05-31,Meta Ads,EMP-03,PV-013,Suzuki GN 125,7490000,48,1,NO_INFORMA,credito,SI,Perdido
HX-01968,2026-05-24,WhatsApp,EMP-01,PV-003,Suzuki GN 125,7490000,2,7,NO,contado,NO,Perdido
HX-01969,2026-04-04,Meta Ads,EMP-01,PV-005,Bajaj Pulsar RS 200,15490000,,0,SI,no_informa,NO,Sin gestión
HX-01970,2026-03-11,Formulario Web,EMP-03,PV-014,Bajaj Pulsar NS 125,8990000,8,4,NO,credito,NO,Perdido
HX-01971,2026-06-15,WhatsApp,EMP-03,PV-013,Honda CB 190R,13990000,120,6,SI,credito,NO,Perdido
HX-01972,2026-03-26,WhatsApp,EMP-03,PV-015,Honda XR 150L,11490000,1,1,NO,credito,NO,Cerrado
HX-01973,2026-07-28,Meta Ads,EMP-03,PV-011,Hero Eco Deluxe 100,4990000,16,3,NO,credito,NO,Perdido
HX-01974,2026-07-20,WhatsApp,EMP-03,PV-011,Suzuki V-Strom 250,21900000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-01975,2026-07-10,Meta Ads,EMP-03,PV-011,Hero Xpulse 200,14990000,2,7,SI,credito,NO,Perdido
HX-01976,2026-04-06,WhatsApp,EMP-03,PV-012,Hero Dash 110,6290000,8,1,SI,credito,SI,Perdido
HX-01977,2026-04-09,WhatsApp,EMP-02,PV-008,Bajaj Pulsar RS 200,15490000,2,7,SI,credito,NO,Perdido
HX-01978,2026-04-02,WhatsApp,EMP-02,PV-006,Bajaj Pulsar RS 200,15490000,4,5,SI,credito,NO,Perdido
HX-01979,2026-05-04,WhatsApp,EMP-02,PV-006,Suzuki Best 125,6590000,8,1,SI,credito,NO,Perdido
HX-01980,2026-07-21,Formulario Web,EMP-03,PV-013,Bajaj Discover 125,6990000,2,5,NO_INFORMA,no_informa,NO,Perdido
HX-01981,2026-05-15,Meta Ads,EMP-01,PV-002,Hero Hunk 160R,10490000,2,3,SI,credito,NO,Perdido
HX-01982,2026-07-19,WhatsApp,EMP-01,PV-003,Honda CB 125F Twister,7990000,4,1,SI,contado,NO,Perdido
HX-01983,2026-04-24,Meta Ads,EMP-03,PV-014,Honda Navi,7290000,2,6,NO,credito,NO,Perdido
HX-01984,2026-07-11,WhatsApp,EMP-01,PV-003,Honda XR 150L,11490000,2,5,NO,no_informa,SI,Perdido
HX-01985,2026-06-13,WhatsApp,EMP-02,PV-009,Bajaj Pulsar NS 125,8990000,8,5,SI,credito,NO,Perdido
HX-01986,2026-06-30,Formulario Web,EMP-01,PV-002,Honda CB 125F Twister,7990000,8,1,SI,credito,NO,Perdido
HX-01987,2026-04-08,WhatsApp,EMP-02,PV-010,Hero Hunk 160R,10490000,24,3,SI,credito,NO,Perdido
HX-01988,2026-04-30,WhatsApp,EMP-03,PV-012,Suzuki Gixxer 150,11990000,48,3,NO_INFORMA,contado,SI,Cerrado
HX-01989,2026-05-13,WhatsApp,EMP-01,PV-003,Suzuki GN 125,7490000,0.5,7,SI,contado,SI,Perdido
HX-01990,2026-03-24,Meta Ads,EMP-02,PV-006,AKT Dynamic R3 125,5590000,16,1,NO_INFORMA,credito,NO,Perdido
HX-01991,2026-03-19,WhatsApp,EMP-03,PV-012,Bajaj Dominar 400,24900000,0.5,7,SI,credito,SI,Perdido
HX-01992,2026-07-23,Formulario Web,EMP-03,PV-012,Suzuki GN 125,7490000,8,5,SI,credito,NO,Perdido
HX-01993,2026-07-21,Meta Ads,EMP-01,PV-004,Bajaj Boxer CT 100,5790000,16,4,NO,no_informa,NO,Perdido
HX-01994,2026-03-21,Meta Ads,EMP-03,PV-012,AKT NKD 125,5290000,24,7,NO,no_informa,SI,Perdido
HX-01995,2026-06-19,WhatsApp,EMP-01,PV-005,Bajaj Boxer CT 100,5790000,48,3,SI,credito,NO,Perdido
HX-01996,2026-03-20,WhatsApp,EMP-03,PV-011,Suzuki V-Strom 250,21900000,72,7,NO,contado,SI,Perdido
HX-01997,2026-07-05,WhatsApp,EMP-01,PV-001,Bajaj Boxer CT 100,5790000,2,6,SI,credito,NO,Perdido
HX-01998,2026-04-12,Meta Ads,EMP-02,PV-008,Suzuki V-Strom 250,21900000,72,3,SI,contado,NO,Perdido
HX-01999,2026-03-26,WhatsApp,EMP-01,PV-001,Honda CB 190R,13990000,24,3,NO,contado,SI,Cerrado
HX-02000,2026-03-15,Meta Ads,EMP-01,PV-002,Bajaj Pulsar NS 125,8990000,1,7,NO_INFORMA,credito,NO,Perdido
HX-02001,2026-03-28,WhatsApp,EMP-03,PV-012,Suzuki Gixxer 150,11990000,2,2,NO,credito,SI,Perdido
HX-02002,2026-07-21,WhatsApp,EMP-03,PV-011,Bajaj Pulsar NS 160,11290000,72,4,NO_INFORMA,no_informa,NO,Cerrado
HX-02003,2026-05-27,WhatsApp,EMP-03,PV-015,Bajaj Pulsar RS 200,15490000,1,6,SI,credito,NO,Perdido
HX-02004,2026-05-15,WhatsApp,EMP-03,PV-013,Bajaj Boxer CT 100,5790000,4,7,NO,credito,SI,Perdido
HX-02005,2026-07-21,WhatsApp,EMP-03,PV-012,Honda XRE 300,22900000,72,1,NO,credito,SI,Perdido
HX-02006,2026-05-06,Meta Ads,EMP-03,PV-015,Bajaj Pulsar NS 125,8990000,48,1,NO_INFORMA,credito,NO,Perdido
HX-02007,2026-05-30,Meta Ads,EMP-02,PV-007,Bajaj Boxer CT 100,5790000,4,5,NO_INFORMA,no_informa,NO,Perdido
HX-02008,2026-05-08,WhatsApp,EMP-03,PV-011,Honda CB 190R,13990000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-02009,2026-07-04,WhatsApp,EMP-02,PV-010,Bajaj Pulsar NS 160,11290000,8,4,SI,credito,NO,Perdido
HX-02010,2026-04-11,WhatsApp,EMP-03,PV-014,Bajaj Dominar 400,24900000,4,2,SI,contado,NO,Perdido
HX-02011,2026-05-17,Meta Ads,EMP-01,PV-003,AKT Dynamic R3 125,5590000,1,1,SI,no_informa,NO,Perdido
HX-02012,2026-04-11,Formulario Web,EMP-02,PV-010,Hero Hunk 160R,10490000,8,2,SI,no_informa,NO,Perdido
HX-02013,2026-04-30,WhatsApp,EMP-03,PV-015,Hero Eco Deluxe 100,4990000,4,4,SI,credito,NO,Perdido
HX-02014,2026-03-06,WhatsApp,EMP-02,PV-008,Bajaj Boxer CT 100,5790000,4,5,NO_INFORMA,credito,NO,Perdido
HX-02015,2026-03-01,WhatsApp,EMP-01,PV-004,Suzuki GN 125,7490000,4,5,NO_INFORMA,credito,NO,Perdido
HX-02016,2026-04-25,WhatsApp,EMP-02,PV-007,Honda XR 150L,11490000,48,5,SI,no_informa,NO,Perdido
HX-02017,2026-04-22,WhatsApp,EMP-01,PV-004,Honda CB 125F Twister,7990000,0.5,5,SI,no_informa,NO,Perdido
HX-02018,2026-03-06,Meta Ads,EMP-02,PV-010,Bajaj Pulsar RS 200,15490000,2,5,SI,credito,NO,Perdido
HX-02019,2026-03-27,WhatsApp,EMP-03,PV-015,Honda CB 190R,13990000,48,6,NO,credito,NO,Perdido
HX-02020,2026-05-18,WhatsApp,EMP-02,PV-006,Hero Eco Deluxe 100,4990000,72,7,NO,credito,NO,Cerrado
HX-02021,2026-07-26,WhatsApp,EMP-01,PV-003,Hero Hunk 160R,10490000,4,3,NO_INFORMA,credito,NO,Perdido
HX-02022,2026-06-06,Formulario Web,EMP-01,PV-004,Bajaj Discover 125,6990000,8,4,NO_INFORMA,no_informa,NO,Cerrado
HX-02023,2026-03-15,WhatsApp,EMP-03,PV-015,Bajaj Pulsar NS 160,11290000,1,3,NO,credito,SI,Perdido
HX-02024,2026-07-23,Meta Ads,EMP-03,PV-014,Bajaj Discover 125,6990000,2,7,NO_INFORMA,credito,SI,Perdido
HX-02025,2026-06-15,WhatsApp,EMP-01,PV-001,Honda Dio 110,6890000,4,2,NO,contado,NO,Perdido
HX-02026,2026-04-19,WhatsApp,EMP-02,PV-009,Suzuki Best 125,6590000,0.5,5,NO,contado,NO,Perdido
HX-02027,2026-05-13,WhatsApp,EMP-01,PV-002,Bajaj Discover 125,6990000,2,5,SI,no_informa,NO,Perdido
HX-02028,2026-06-19,WhatsApp,EMP-02,PV-010,Honda XRE 300,22900000,72,7,NO,credito,NO,Perdido
HX-02029,2026-05-20,WhatsApp,EMP-02,PV-007,Bajaj Pulsar RS 200,15490000,16,6,NO_INFORMA,credito,NO,Perdido
HX-02030,2026-03-03,WhatsApp,EMP-03,PV-013,Hero Hunk 160R,10490000,16,4,SI,credito,NO,Perdido
HX-02031,2026-07-02,Meta Ads,EMP-03,PV-015,Honda Navi,7290000,72,6,NO_INFORMA,credito,NO,Perdido
HX-02032,2026-06-30,Formulario Web,EMP-01,PV-002,Suzuki Best 125,6590000,8,6,SI,no_informa,SI,Perdido
HX-02033,2026-07-06,WhatsApp,EMP-03,PV-011,Honda CB 190R,13990000,48,1,SI,credito,NO,Perdido
HX-02034,2026-05-05,WhatsApp,EMP-03,PV-012,Hero Hunk 160R,10490000,16,3,SI,contado,NO,Perdido
HX-02035,2026-06-13,Meta Ads,EMP-02,PV-008,Suzuki Best 125,6590000,0.5,2,NO,credito,SI,Perdido
HX-02036,2026-05-08,Meta Ads,EMP-02,PV-006,Hero Xpulse 200,14990000,120,3,SI,no_informa,NO,Perdido
HX-02037,2026-03-23,Meta Ads,EMP-01,PV-003,Hero Eco Deluxe 100,4990000,48,5,NO,contado,SI,Perdido
HX-02038,2026-05-22,Meta Ads,EMP-02,PV-007,Bajaj Pulsar NS 125,8990000,72,5,NO,credito,NO,Perdido
HX-02039,2026-06-08,WhatsApp,EMP-02,PV-009,Suzuki Best 125,6590000,0.5,3,SI,credito,NO,Perdido
HX-02040,2026-03-24,WhatsApp,EMP-01,PV-004,Suzuki GN 125,7490000,4,2,SI,no_informa,NO,Perdido
HX-02041,2026-03-25,WhatsApp,EMP-03,PV-011,Suzuki GN 125,7490000,4,3,SI,credito,NO,Perdido
HX-02042,2026-03-04,WhatsApp,EMP-01,PV-002,Hero Eco Deluxe 100,4990000,0.5,1,NO_INFORMA,credito,NO,Perdido
HX-02043,2026-03-14,WhatsApp,EMP-01,PV-002,Suzuki Gixxer 150,11990000,4,5,SI,contado,NO,Perdido
HX-02044,2026-07-07,Formulario Web,EMP-02,PV-008,Honda XR 150L,11490000,48,4,NO_INFORMA,credito,NO,Perdido
HX-02045,2026-06-19,WhatsApp,EMP-03,PV-013,Bajaj Boxer CT 100,5790000,8,1,NO,credito,NO,Perdido
HX-02046,2026-07-09,Meta Ads,EMP-03,PV-012,AKT TTR 200,9890000,,0,SI,contado,NO,Sin gestión
HX-02047,2026-04-10,Meta Ads,EMP-02,PV-009,AKT Dynamic R3 125,5590000,0.5,3,SI,credito,NO,Perdido
HX-02048,2026-05-25,WhatsApp,EMP-02,PV-006,AKT NKD 125,5290000,8,4,SI,credito,NO,Perdido
HX-02049,2026-03-24,WhatsApp,EMP-03,PV-011,Honda XR 150L,11490000,24,4,NO,credito,NO,Perdido
HX-02050,2026-07-01,WhatsApp,EMP-02,PV-006,Honda XR 150L,11490000,,0,NO,credito,SI,Sin gestión
HX-02051,2026-03-30,Meta Ads,EMP-02,PV-009,Honda CB 125F Twister,7990000,16,6,SI,credito,NO,Cerrado
HX-02052,2026-05-14,WhatsApp,EMP-01,PV-001,Bajaj Pulsar NS 160,11290000,2,4,NO_INFORMA,no_informa,SI,Perdido
HX-02053,2026-05-14,WhatsApp,EMP-03,PV-012,Hero Dash 110,6290000,48,5,NO_INFORMA,contado,NO,Perdido
HX-02054,2026-06-23,WhatsApp,EMP-01,PV-004,Honda CB 190R,13990000,2,5,NO,contado,NO,Perdido
HX-02055,2026-04-22,Formulario Web,EMP-02,PV-008,Bajaj Pulsar NS 125,8990000,0.5,5,NO,credito,SI,Cerrado
HX-02056,2026-03-11,WhatsApp,EMP-03,PV-014,Suzuki V-Strom 250,21900000,16,5,NO_INFORMA,no_informa,SI,Perdido
HX-02057,2026-03-09,WhatsApp,EMP-01,PV-002,Hero Dash 110,6290000,4,2,NO_INFORMA,credito,NO,Perdido
HX-02058,2026-03-31,Meta Ads,EMP-03,PV-011,Bajaj Discover 125,6990000,24,4,SI,credito,NO,Cerrado
HX-02059,2026-06-16,WhatsApp,EMP-01,PV-003,Honda Navi,7290000,2,3,NO_INFORMA,credito,NO,Perdido
HX-02060,2026-03-17,WhatsApp,EMP-01,PV-002,Bajaj Boxer CT 100,5790000,24,3,NO_INFORMA,credito,SI,Perdido
HX-02061,2026-06-29,WhatsApp,EMP-02,PV-007,Honda Navi,7290000,8,4,NO,credito,NO,Cerrado
HX-02062,2026-06-07,WhatsApp,EMP-03,PV-013,Bajaj Pulsar NS 160,11290000,,0,NO_INFORMA,credito,SI,Sin gestión
HX-02063,2026-06-04,WhatsApp,EMP-01,PV-003,Honda Dio 110,6890000,1,5,SI,credito,NO,Perdido
HX-02064,2026-06-21,WhatsApp,EMP-03,PV-015,Bajaj Pulsar RS 200,15490000,1,7,NO,credito,NO,Perdido
HX-02065,2026-06-13,Meta Ads,EMP-03,PV-015,Hero Eco Deluxe 100,4990000,2,1,SI,credito,NO,Perdido
HX-02066,2026-06-11,WhatsApp,EMP-02,PV-006,Bajaj Dominar 400,24900000,1,2,NO,credito,SI,Perdido
HX-02067,2026-03-21,Formulario Web,EMP-02,PV-009,AKT NKD 125,5290000,,0,NO_INFORMA,no_informa,NO,Sin gestión
HX-02068,2026-05-08,Formulario Web,EMP-03,PV-015,Bajaj Dominar 400,24900000,72,7,NO,no_informa,NO,Perdido
HX-02069,2026-07-10,Meta Ads,EMP-01,PV-001,Bajaj Boxer CT 100,5790000,,0,NO,credito,NO,Sin gestión
HX-02070,2026-03-21,Meta Ads,EMP-03,PV-012,AKT Dynamic R3 125,5590000,8,6,NO,credito,NO,Perdido
HX-02071,2026-03-11,WhatsApp,EMP-02,PV-007,Honda Navi,7290000,4,5,NO,credito,NO,Perdido
HX-02072,2026-05-26,Meta Ads,EMP-02,PV-008,AKT Evo RS 150,7190000,1,1,NO,no_informa,NO,Perdido
HX-02073,2026-05-24,WhatsApp,EMP-01,PV-001,Hero Hunk 160R,10490000,24,7,SI,contado,NO,Perdido
HX-02074,2026-07-03,WhatsApp,EMP-03,PV-012,Suzuki Gixxer 150,11990000,2,6,NO,credito,NO,Perdido
HX-02075,2026-05-23,Meta Ads,EMP-01,PV-002,AKT NKD 125,5290000,48,1,NO_INFORMA,credito,NO,Perdido
HX-02076,2026-06-23,Meta Ads,EMP-03,PV-015,Honda XR 150L,11490000,16,6,NO_INFORMA,credito,NO,Perdido
HX-02077,2026-07-19,Meta Ads,EMP-03,PV-014,Honda XR 150L,11490000,1,1,NO,credito,NO,Cerrado
HX-02078,2026-07-23,WhatsApp,EMP-02,PV-007,Honda CB 125F Twister,7990000,2,6,SI,credito,NO,Perdido
HX-02079,2026-03-13,WhatsApp,EMP-03,PV-012,Hero Dash 110,6290000,4,4,SI,contado,NO,Perdido
HX-02080,2026-04-19,Meta Ads,EMP-01,PV-005,Hero Hunk 160R,10490000,24,3,SI,credito,NO,Perdido
HX-02081,2026-04-24,WhatsApp,EMP-01,PV-002,Bajaj Boxer CT 100,5790000,48,4,NO,contado,NO,Perdido
HX-02082,2026-06-05,WhatsApp,EMP-01,PV-002,Honda Navi,7290000,1,3,NO,credito,NO,Perdido
HX-02083,2026-06-16,WhatsApp,EMP-01,PV-002,Hero Dash 110,6290000,120,7,NO_INFORMA,credito,NO,Perdido
HX-02084,2026-04-21,Meta Ads,EMP-02,PV-007,Suzuki Gixxer 150,11990000,16,5,NO,no_informa,NO,Perdido
